Code;Title;Vintage;Size;ABV;Style;Country;Group;Available;Price (inc VAT);Price (ex-VAT);Link
HED31063;Gaia & Rey Chardonnay Gaja Half 2018;2018;37.5cl;13.5;White;Italy;Italy;2;132;110;https://hedonism.co.uk/product/gaia-rey-chardonnay-gaja-half-2018
HED31514;Gedeelte Barren Sands Palomino 2018;2018;75cl;10.5;White;South Africa;South Africa;3;23.7;19.75;https://hedonism.co.uk/product/gedeelte-barren-sands-palomino-2018
HED40568;Dog Point Section 94 Sauvignon Blanc 2018;2018;75cl;14.5;White;New Zealand;New Zealand;15;30.8;25.67;https://hedonism.co.uk/product/dog-point-section-94-sauvignon-blanc-2018
HED32574;Chateauneuf du Pape Blanc Chateau de Nalys 2018;2018;75cl;14.5;White;France;Southern Rhone;9;90;75;https://hedonism.co.uk/product/chateauneuf-du-pape-blanc-chateau-de-nalys-2018
HED32979;Crozes Hermitage Blanc Mule Blanche Jaboulet Half 2018;2018;37.5cl;13;White;France;Northern Rhone;16;12.5;10.42;https://hedonism.co.uk/product/crozes-hermitage-blanc-mule-blanche-jaboulet-half-2018
HED33076;Saint Romain Joseph Drouhin Half 2018;2018;37.5cl;13;White;France;Burgundy;1;13;10.83;https://hedonism.co.uk/product/saint-romain-joseph-drouhin-half-2018
HED33079;Cote de Beaune Blanc Joseph Drouhin Half 2018;2018;37.5cl;13;White;France;Burgundy;60;18;15;https://hedonism.co.uk/product/cote-de-beaune-blanc-joseph-drouhin-half-2018
HED25850;Vidal Legacy Chardonnay 2018;2018;75cl;13.5;White;New Zealand;New Zealand;2;44.1;36.75;https://hedonism.co.uk/product/vidal-legacy-chardonnay-2018
HED35996;Vinhos Imperfeitos D&V 2018;2018;75cl;12;White;Portugal;Portugal;3;150;125;https://hedonism.co.uk/product/vinhos-imperfeitos-dv-2018
HED36381;Vergelegen GVB White 2018;2018;75cl;14;White;South Africa;South Africa;2;37.5;31.25;https://hedonism.co.uk/product/vergelegen-gvb-white-2018
HED37059;Racines Bentrock Vineyard Chardonnay 2018;2018;75cl;12.5;White;United States;USA;8;118;98.33;https://hedonism.co.uk/product/racines-bentrock-vineyard-chardonnay-2018
HED37295;Meursault Genevrieres Comtes Lafon 2018;2018;75cl;13.5;White;France;Burgundy;7;417;347.5;https://hedonism.co.uk/product/meursault-genevrieres-comtes-lafon-2018
HED37883;Mount Difficulty Target Riesling 2018;2018;75cl;11;White;New Zealand;New Zealand;7;24.4;20.33;https://hedonism.co.uk/product/mount-difficulty-target-riesling-2018
HED38364;Elgin Ridge Chaos White 50cl 2018;2018;50cl;14;White;South Africa;South Africa;2;27.8;23.17;https://hedonism.co.uk/product/elgin-ridge-chaos-white-50cl-2018
HED38649;Chablis Valmur Raveneau 2018;2018;75cl;13;White;France;Burgundy;8;775;645.83;https://hedonism.co.uk/product/chablis-valmur-raveneau-2018
HED22321;Gusbourne Blanc de Blancs 2018;2018;75cl;12.5;White;England;England;1;68.9;57.42;https://hedonism.co.uk/product/gusbourne-blanc-de-blancs-2018
HED39201;Saint Aubin Murgers des Dents de Chien Francois Legros 2018;2018;75cl;13.5;White;France;Burgundy;1;87.9;73.25;https://hedonism.co.uk/product/saint-aubin-murgers-des-dents-de-chien-francois-legros-2018
HED39249;Balfour Blanc de Noirs 2018;2018;75cl;12;White;England;England;8;56.5;47.08;https://hedonism.co.uk/product/balfour-blanc-de-noirs-2018
HED39995;Meursault Les Grands Charrons Vincent Dancer 2018;2018;75cl;13;White;France;Burgundy;1;275;229.17;https://hedonism.co.uk/product/meursault-les-grands-charrons-vincent-dancer-2018
HED23293;Philipponnat Royal Reserve Non Dose 2018;2018;75cl;12.5;White;France;Champagne;3;47;39.17;https://hedonism.co.uk/product/philipponnat-royal-reserve-non-dose-2018
HED92074;I Need the Sun Chardonnay Miroirs 2018;2018;75cl;13.5;White;France;Regional France;3;1950;1625;https://hedonism.co.uk/product/i-need-sun-chardonnay-miroirs-2018
HED92076;Clos St Urbain Rangen de Thann Pinot Gris Zind Humbrecht 2018;2018;75cl;13.5;White;France;Alsace;6;95;79.17;https://hedonism.co.uk/product/clos-st-urbain-rangen-de-thann-pinot-gris-zind-humbrecht-2018
HED23365;Edi Simcic Chardonnay 2018;2018;75cl;14.5;White;Slovenia;Slovenia;1;33.8;28.17;https://hedonism.co.uk/product/edi-simcic-chardonnay-2018
HED23382;Terroir al Limit Pedra de Guix 2018;2018;75cl;13;White;Spain;Spain;1;68.9;57.42;https://hedonism.co.uk/product/terroir-al-limit-pedra-de-guix-2018
HED92386;Corton Charlemagne Julien Gros 2018;2018;75cl;14;White;France;Burgundy;12;133;110.83;https://hedonism.co.uk/product/corton-charlemagne-julien-gros-2018
HED92938;Meursault Charmes Pierre Yves Colin Morey 2018;2018;75cl;13;White;France;Burgundy;2;520;433.33;https://hedonism.co.uk/product/meursault-charmes-pierre-yves-colin-morey-2018
HED92961;Sancerre Clos la Neore Edmond Vatan Magnum 2018;2018;150cl;14;White;France;Loire;4;995;829.17;https://hedonism.co.uk/product/sancerre-clos-la-neore-edmond-vatan-magnum-2018
HED93090;Grange des Peres Blanc Magnum 2018;2018;150cl;13.5;White;France;Regional France;4;800;666.67;https://hedonism.co.uk/product/grange-des-peres-blanc-magnum-2018
HED93142;O Fugitivo Branco Em Curtimenta Casa Da Passarella 2018;2018;75cl;12.5;White;Portugal;Portugal;24;40;33.33;https://hedonism.co.uk/product/o-fugitivo-branco-em-curtimenta-casa-da-passarella-2018
HED93231;Cuvee Memento Mori Dagueneau 2018;2018;75cl;13.5;White;France;Loire;2;1100;916.67;https://hedonism.co.uk/product/cuvee-memento-mori-dagueneau-2018
HED23726;Balfour Blanc de Blancs 2018;2018;75cl;12;White;England;England;6;61.8;51.5;https://hedonism.co.uk/product/balfour-blanc-de-blancs-2018
HED93987;Sauska Birsalmas Furmint 2018;2018;75cl;14;White;Hungary;Hungary;2;35.7;29.75;https://hedonism.co.uk/product/sauska-birsalmas-furmint-2018
HED94026;Vignai da Duline Friulano 2018;2018;75cl;12.5;White;Italy;Italy;8;44.8;37.33;https://hedonism.co.uk/product/vignai-da-duline-friulano-2018
HED24287;Cedric Bouchard Les Ursules Roses de Jeanne 2018;2018;75cl;12.5;White;France;Champagne;1;350;291.67;https://hedonism.co.uk/product/cedric-bouchard-les-ursules-roses-de-jeanne-2018
HED24306;La Montina Millesimato Brut 2018;2018;75cl;12;White;Italy;Italy;13;45;37.5;https://hedonism.co.uk/product/la-montina-millesimato-brut-2018
HED94362;Murrieta Blanco Gran Reserva Capellania 2018;2018;75cl;14;White;Spain;Spain;14;90;75;https://hedonism.co.uk/product/murrieta-blanco-gran-reserva-capellania-2018
HED94664;Rhys Horseshoe Vineyard Chardonnay 2018;2018;75cl;12.7;White;United States;USA;3;80.6;67.17;https://hedonism.co.uk/product/rhys-horseshoe-vineyard-chardonnay-2018
HED24397;Rathfinny Blanc de Noirs Magnum 2018;2018;150cl;12;White;England;England;2;95;79.17;https://hedonism.co.uk/product/rathfinny-blanc-de-noirs-magnum-2018
HED24400;Litmus White Pinot 2018;2018;75cl;13;White;England;England;2;34.5;28.75;https://hedonism.co.uk/product/litmus-white-pinot-2018
HED24417;Clos Windsbuhl Gewurztraminer Zind Humbrecht 2018;2018;75cl;13;White;France;Alsace;6;81.4;67.83;https://hedonism.co.uk/product/clos-windsbuhl-gewurztraminer-zind-humbrecht-2018
HED95495;Mauro Godello 2018;2018;75cl;13.5;White;Spain;Spain;2;48;40;https://hedonism.co.uk/product/mauro-godello-2018
HED95503;Sancerre Les Cotes Aux Valets Henri Bourgeois 2018;2018;75cl;14;White;France;Loire;1;56.5;47.08;https://hedonism.co.uk/product/sancerre-les-cotes-aux-valets-henri-bourgeois-2018
HED24555;Branco Palace Hotel Bussaco 2018;2018;75cl;13.5;White;Portugal;Portugal;1;103;85.83;https://hedonism.co.uk/product/branco-palace-hotel-bussaco-2018
HED95546;Leclerc Briant Les Monts Ferres 2018;2018;75cl;12;White;France;Champagne;24;148;123.33;https://hedonism.co.uk/product/leclerc-briant-les-monts-ferres-2018
HED95577;Puligny Montrachet Les Champs Gains Pierre Yves Colin Morey 2018;2018;75cl;13;White;France;Burgundy;1;320;266.67;https://hedonism.co.uk/product/puligny-montrachet-les-champs-gains-pierre-yves-colin-morey-2018
HED24689;Chartogne Taillet Heurtebise 2018;2018;75cl;12;White;France;Champagne;7;92.6;77.17;https://hedonism.co.uk/product/chartogne-taillet-heurtebise-2018
HED24737;Pierre Paillard Les Maillerettes 2018;2018;75cl;12.5;White;France;Champagne;2;135;112.5;https://hedonism.co.uk/product/pierre-paillard-les-maillerettes-2018
HED24752;Novali Verdicchio Moncaro 2018;2018;75cl;14;White;Italy;Italy;6;25.6;21.33;https://hedonism.co.uk/product/novali-verdicchio-moncaro-2018
HED24772;Porto Carras Le Grand Blanc 2018;2018;75cl;;White;Greece;Greece;4;36.4;30.33;https://hedonism.co.uk/product/porto-carras-le-grand-blanc-2018
HED95995;Kongsgaard The Judge Chardonnay Magnum 2018;2018;150cl;14.1;White;United States;USA;1;1890;1575;https://hedonism.co.uk/product/kongsgaard-judge-chardonnay-magnum-2018
HED24862;Piante a Lapio Fiano Joaquin 2018;2018;75cl;13;White;Italy;Italy;2;112;93.33;https://hedonism.co.uk/product/piante-lapio-fiano-joaquin-2018
HED24903;Bernkasteler Doctor Spatlese Dr. H. Thanisch 2018;2018;75cl;8;White;Germany;Germany;11;58;48.33;https://hedonism.co.uk/product/bernkasteler-doctor-spatlese-dr-h-thanisch-2018
HED24918;Donnhoff Oberhauser Brucke Riesling Auslese Gold Capsule 2018;2018;75cl;7.5;White;Germany;Germany;1;85;70.83;https://hedonism.co.uk/product/donnhoff-oberhauser-brucke-riesling-auslese-gold-capsule-2018
HED96714;Pierre Paillard Les Mottelettes 2018;2018;75cl;12.5;White;France;Champagne;3;130;108.33;https://hedonism.co.uk/product/pierre-paillard-les-mottelettes-2018
HED96716;Pierre Paillard Ludes 2018;2018;75cl;12.5;White;France;Champagne;4;130;108.33;https://hedonism.co.uk/product/pierre-paillard-ludes-2018
HED96717;Pierre Paillard Verzenay 2018;2018;75cl;12.5;White;France;Champagne;5;130;108.33;https://hedonism.co.uk/product/pierre-paillard-verzenay-2018
HED24959;Kalathas Sainte Obeissance Vignes Centenaires 2018;2018;75cl;13.5;White;Greece;Greece;1;49.8;41.5;https://hedonism.co.uk/product/kalathas-sainte-obeissance-vignes-centenaires-2018
HED97010;Clos St Hune Riesling Trimbach 2018;2018;75cl;14.5;White;France;Alsace;36;240;200;https://hedonism.co.uk/product/clos-st-hune-riesling-trimbach-2018
HED97011;Geisberg Riesling Trimbach 2018;2018;75cl;14.5;White;France;Alsace;42;75;62.5;https://hedonism.co.uk/product/geisberg-riesling-trimbach-2018
HED26642;Caze Thibaut Les Fourches 2018;2018;75cl;12.5;White;France;Champagne;6;70;58.33;https://hedonism.co.uk/product/caze-thibaut-les-fourches-2018
HED26643;Caze Thibaut Les Leriens 2018;2018;75cl;12.5;White;France;Champagne;2;80;66.67;https://hedonism.co.uk/product/caze-thibaut-les-leriens-2018
HED26644;Chartogne Taillet Hors Serie 2018;2018;75cl;12.5;White;France;Champagne;10;150;125;https://hedonism.co.uk/product/chartogne-taillet-hors-serie-2018
HED97107;Saint Aubin Derriere Chez Edouard Cuvee Haute Densite Hubert Lamy 2018;2018;75cl;13;White;France;Burgundy;6;900;750;https://hedonism.co.uk/product/saint-aubin-derriere-chez-edouard-cuvee-haute-densite-hubert-lamy-2018
HED97161;Saint Aubin En L`Ebaupin Lamy Caillat 2018;2018;75cl;13;White;France;Burgundy;5;375;312.5;https://hedonism.co.uk/product/saint-aubin-en-lebaupin-lamy-caillat-2018
HED97162;Chassagne Montrachet Lamy Caillat 2018;2018;75cl;13;White;France;Burgundy;6;575;479.17;https://hedonism.co.uk/product/chassagne-montrachet-lamy-caillat-2018
HED97209;Yquem 2018;2018;75cl;13.5;White;France;Sauternes & Barsac;5;410;341.67;https://hedonism.co.uk/product/yquem-2018
HED26871;Convento dell`Annunciata Bellavista 2018;2018;75cl;13.5;White;Italy;Italy;4;48;40;https://hedonism.co.uk/product/convento-dellannunciata-bellavista-2018
HED97542;Meursault Blagny Michel Bouzereau 2018;2018;75cl;13.5;White;France;Burgundy;1;110;91.67;https://hedonism.co.uk/product/meursault-blagny-michel-bouzereau-2018
HED97554;Cedric Bouchard La Haute Lemble Roses de Jeanne 2018;2018;75cl;12.5;White;France;Champagne;2;370;308.33;https://hedonism.co.uk/product/cedric-bouchard-la-haute-lemble-roses-de-jeanne-2018
HED97565;Meursault Charmes Henri Germain 2018;2018;75cl;13;White;France;Burgundy;2;175;145.83;https://hedonism.co.uk/product/meursault-charmes-henri-germain-2018
HED26996;Marina Coppi Timorasso Grand Fosto 2018;2018;75cl;;White;Italy;Italy;4;94.8;79;https://hedonism.co.uk/product/marina-coppi-timorasso-grand-fosto-2018
HED27055;Puligny Montrachet Truffiere Bruno Colin 2018;2018;75cl;13;White;France;Burgundy;2;200;166.67;https://hedonism.co.uk/product/puligny-montrachet-truffiere-bruno-colin-2018
HED27119;Dry River Gewurztraminer 2018;2018;75cl;14.5;White;New Zealand;New Zealand;7;55.7;46.42;https://hedonism.co.uk/product/dry-river-gewurztraminer-2018
HED97864;Chassagne Montrachet Morgeot Les Fairendes Henri Germain 2018;2018;75cl;13;White;France;Burgundy;5;135;112.5;https://hedonism.co.uk/product/chassagne-montrachet-morgeot-les-fairendes-henri-germain-2018
HED97871;Meursault Henri Germain 2018;2018;75cl;13;White;France;Burgundy;1;75;62.5;https://hedonism.co.uk/product/meursault-henri-germain-2018
HED97971;Chassagne Montrachet Morgeots Vincent Dancer 2018;2018;75cl;13;White;France;Burgundy;7;425;354.17;https://hedonism.co.uk/product/chassagne-montrachet-morgeots-vincent-dancer-2018
HED97972;Chassagne Montrachet Tete du Clos Vincent Dancer 2018;2018;75cl;12.5;White;France;Burgundy;10;450;375;https://hedonism.co.uk/product/chassagne-montrachet-tete-du-clos-vincent-dancer-2018
HED98008;Meursault Les Genevrieres Bernard-Bonin 2018;2018;75cl;13;White;France;Burgundy;22;700;583.33;https://hedonism.co.uk/product/meursault-les-genevrieres-bernard-bonin-2018
HED98009;Montrachet Lamy-Pillot 2018;2018;75cl;13.5;White;France;Burgundy;3;1100;916.67;https://hedonism.co.uk/product/montrachet-lamy-pillot-2018
HED98105;Meursault Les Narvaux Pierre Yves Colin Morey 2018;2018;75cl;13;White;France;Burgundy;3;300;250;https://hedonism.co.uk/product/meursault-les-narvaux-pierre-yves-colin-morey-2018
HED98142;Chablis Les Clos Vincent Dauvissat 2018;2018;75cl;13;White;France;Burgundy;2;430;358.33;https://hedonism.co.uk/product/chablis-les-clos-vincent-dauvissat-2018
HED98157;Puligny Montrachet Champ Gain Arnaud Ente 2018;2018;75cl;12;White;France;Burgundy;2;1350;1125;https://hedonism.co.uk/product/puligny-montrachet-champ-gain-arnaud-ente-2018
HED98160;Meursault Clos des Ambres Arnaud Ente Magnum 2018;2018;150cl;12.5;White;France;Burgundy;1;2250;1875;https://hedonism.co.uk/product/meursault-clos-des-ambres-arnaud-ente-magnum-2018
HED98201;Richard Leroy Les Rouliers 2018;2018;75cl;14;White;France;Loire;3;200;166.67;https://hedonism.co.uk/product/richard-leroy-les-rouliers-2018
HED98215;Chablis Mont de Milieu Billaud Simon 2018;2018;75cl;13;White;France;Burgundy;1;60;50;https://hedonism.co.uk/product/chablis-mont-de-milieu-billaud-simon-2018
HED27275;Hure Freres Instantanee 2018;2018;75cl;12;White;France;Champagne;6;73;60.83;https://hedonism.co.uk/product/hure-freres-instantanee-2018
HED27377;Von Buhl Forster Pechstein GG 2018;2018;75cl;12.5;White;Germany;Germany;6;64;53.33;https://hedonism.co.uk/product/von-buhl-forster-pechstein-gg-2018
HED98601;Fleur de Savagnin Labet 2018;2018;75cl;14.5;White;France;Regional France;5;150;125;https://hedonism.co.uk/product/fleur-de-savagnin-labet-2018
HED27558;Meursault Les Perrieres Pierre Yves Colin Morey 2018;2018;75cl;13;White;France;Burgundy;1;750;625;https://hedonism.co.uk/product/meursault-les-perrieres-pierre-yves-colin-morey-2018
HED27628;Roebuck Estates Classic Cuvee 2018;2018;75cl;12;White;England;England;11;35.4;29.5;https://hedonism.co.uk/product/roebuck-estates-classic-cuvee-2018
HED98940;Mestres Coquet 2018;2018;75cl;12;White;Spain;Spain;3;28;23.33;https://hedonism.co.uk/product/mestres-coquet-2018
HED53439;Pontet Labrie 2019;2019;75cl;14.5;Red;France;Bordeaux;42;199;165.83;https://hedonism.co.uk/product/pontet-labrie-2019
HED57918;Ridge Monte Bello Cabernet Sauvignon Half 2019;2019;37.5cl;13.5;Red;United States;USA;11;117;97.5;https://hedonism.co.uk/product/ridge-monte-bello-cabernet-sauvignon-half-2019
HED57919;Ridge Monte Bello Cabernet Sauvignon 2019;2019;75cl;13.5;Red;United States;USA;23;230;191.67;https://hedonism.co.uk/product/ridge-monte-bello-cabernet-sauvignon-2019
HED58379;Angludet Half 2019;2019;37.5cl;13.5;Red;France;Bordeaux;105;17.5;14.58;https://hedonism.co.uk/product/angludet-half-2019
HED58461;L`Evangile 2019;2019;75cl;15.5;Red;France;Bordeaux;135;186;155;https://hedonism.co.uk/product/levangile-2019
HED58486;Le Petit Cheval 2019;2019;75cl;14.5;Red;France;Bordeaux;10;162;135;https://hedonism.co.uk/product/le-petit-cheval-2019
HED58487;Mouton Rothschild 2019;2019;75cl;13.5;Red;France;Bordeaux;13;500;416.67;https://hedonism.co.uk/product/mouton-rothschild-2019
HED58520;St Pierre 2019;2019;75cl;14;Red;France;Bordeaux;49;50;41.67;https://hedonism.co.uk/product/st-pierre-2019
HED58558;Bourgneuf 2019;2019;75cl;15;Red;France;Bordeaux;41;41;34.17;https://hedonism.co.uk/product/bourgneuf-2019
HED58559;Certan de May 2019;2019;75cl;14.5;Red;France;Bordeaux;42;93;77.5;https://hedonism.co.uk/product/certan-de-may-2019
HED58567;Montrose 2019;2019;75cl;14.5;Red;France;Bordeaux;1;188;156.67;https://hedonism.co.uk/product/montrose-2019
HED58571;Marquis d`Alesme Becker 2019;2019;75cl;14;Red;France;Bordeaux;29;40;33.33;https://hedonism.co.uk/product/marquis-dalesme-becker-2019
HED58588;Smith Haut Lafitte 2019;2019;75cl;14.5;Red;France;Bordeaux;11;84;70;https://hedonism.co.uk/product/smith-haut-lafitte-2019
HED58623;Le Merle de Peby Faugeres 2019;2019;75cl;15;Red;France;Bordeaux;58;38;31.67;https://hedonism.co.uk/product/le-merle-de-peby-faugeres-2019
HED58624;Peby Faugeres 2019;2019;75cl;15.5;Red;France;Bordeaux;46;140;116.67;https://hedonism.co.uk/product/peby-faugeres-2019
HED58665;Haut Bailly 2019;2019;75cl;14;Red;France;Bordeaux;14;95;79.17;https://hedonism.co.uk/product/haut-bailly-2019
HED58668;Leoville Las Cases 2019;2019;75cl;14;Red;France;Bordeaux;15;190;158.33;https://hedonism.co.uk/product/leoville-las-cases-2019
HED58671;Pape Clement 2019;2019;75cl;14;Red;France;Bordeaux;4;112;93.33;https://hedonism.co.uk/product/pape-clement-2019
HED58673;Clos du Marquis 2019;2019;75cl;14;Red;France;Bordeaux;37;50;41.67;https://hedonism.co.uk/product/clos-du-marquis-2019
HED58758;Trotte Vieille 2019;2019;75cl;15;Red;France;Bordeaux;5;70;58.33;https://hedonism.co.uk/product/trotte-vieille-2019
HED58796;Quintus 2019;2019;75cl;15.5;Red;France;Bordeaux;1;83.3;69.42;https://hedonism.co.uk/product/quintus-2019
HED58800;La Croix de Beaucaillou 2019;2019;75cl;14;Red;France;Bordeaux;85;40;33.33;https://hedonism.co.uk/product/la-croix-de-beaucaillou-2019
HED58863;Clementin de Pape Clement 2019;2019;75cl;13.5;Red;France;Bordeaux;22;44.8;37.33;https://hedonism.co.uk/product/clementin-de-pape-clement-2019
HED58864;Clos de L`Oratoire 2019;2019;75cl;14.5;Red;France;Bordeaux;3;45.2;37.67;https://hedonism.co.uk/product/clos-de-loratoire-2019
HED59104;Le Petit Cheval Half 2019;2019;37.5cl;14.5;Red;France;Bordeaux;33;85;70.83;https://hedonism.co.uk/product/le-petit-cheval-half-2019
HED59105;Fleur Cardinale Half 2019;2019;37.5cl;14.5;Red;France;Bordeaux;8;18;15;https://hedonism.co.uk/product/fleur-cardinale-half-2019
HED59107;L`Evangile Magnum 2019;2019;150cl;15.5;Red;France;Bordeaux;16;378;315;https://hedonism.co.uk/product/levangile-magnum-2019
HED59138;Cos D`Estournel Half 2019;2019;37.5cl;13.5;Red;France;Bordeaux;101;75;62.5;https://hedonism.co.uk/product/cos-destournel-half-2019
HED59153;L`Evangile 600cl 2019;2019;600cl;15.5;Red;France;Bordeaux;1;1390;1158.33;https://hedonism.co.uk/product/levangile-600cl-2019
HED59193;Pape Clement Half 2019;2019;37.5cl;14;Red;France;Bordeaux;21;42;35;https://hedonism.co.uk/product/pape-clement-half-2019
HED59208;Belair Monange Half 2019;2019;37.5cl;15;Red;France;Bordeaux;37;58.7;48.92;https://hedonism.co.uk/product/belair-monange-half-2019
HED59210;Grand Mayne Half 2019;2019;37.5cl;14.5;Red;France;Bordeaux;49;19;15.83;https://hedonism.co.uk/product/grand-mayne-half-2019
HED59211;Bourgneuf Half 2019;2019;37.5cl;15;Red;France;Bordeaux;29;21;17.5;https://hedonism.co.uk/product/bourgneuf-half-2019
HED59212;Bourgneuf Magnum 2019;2019;150cl;15;Red;France;Bordeaux;1;83;69.17;https://hedonism.co.uk/product/bourgneuf-magnum-2019
HED59213;Certan de May Half 2019;2019;37.5cl;14.5;Red;France;Bordeaux;85;57;47.5;https://hedonism.co.uk/product/certan-de-may-half-2019
HED59293;Valandraud 2019;2019;75cl;15.5;Red;France;Bordeaux;5;131;109.17;https://hedonism.co.uk/product/valandraud-2019
HED59299;Virginie de Valandraud Half 2019;2019;37.5cl;14.5;Red;France;Bordeaux;28;18;15;https://hedonism.co.uk/product/virginie-de-valandraud-half-2019
